LocalCellName,datetime,RRC.ConnEstabSucc,RRC.ConnEstabAtt,RRC.Setup,RRC.ConnMax,MM.HoExeIntraFreqSuccOut,MM.HoExeIntraFreqReqOut,MM.HoExeIntraFreqSucc,MM.HoExeIntraFreqAtt,MM.HoExecInterFreqReqOut.Cov,MM.HoExeInterFreqSuccOut.Cov,MM.HoPrepInterFreqReqOut.Cov,MM.HoExeInterFreqReqOut,MM.HoExeInterFreqSuccOut,MM.HoPrepInterFreqReqOut,MM.HoPrepIntraFreqReqOut,MM.HoFailIn.Admit,MM.HoExeIntraFreqPrepReqIn,MM.Redirection.Blind,MM.Redirection.Cov,CARR.WBCQIDist.Bin0,CARR.WBCQIDist.Bin1,CARR.WBCQIDist.Bin2,CARR.WBCQIDist.Bin3,CARR.WBCQIDist.Bin4,CARR.WBCQIDist.Bin5,CARR.WBCQIDist.Bin6,CARR.WBCQIDist.Bin7,CARR.WBCQIDist.Bin8,CARR.WBCQIDist.Bin9,CARR.WBCQIDist.Bin10,CARR.WBCQIDist.Bin11,CARR.WBCQIDist.Bin12,CARR.WBCQIDist.Bin13,CARR.WBCQIDist.Bin14,CARR.WBCQIDist.Bin15,ThpVolDl,ThpVolUl,ThpTimeDl,ThpTimeUl,CellUnavail.System,CellUnavail.Manual,CellUnavail.EnergySaving,UECNTX.Est.Att,UECNTX.Est.Succ,UECNTX.Rem
Cell_6,day 25 00:00:00,96,96,96,17,2,2,1,1,1,1,2,1,1,1,2,0,1,6,6,418,603,66,1185,1910,3308,9326,23511,44017,74242,72474,44770,22186,21819,19784,20818,45566362.41,366622.12,351882500,74170000,0,0,0,96,96,1
Cell_6,day 25 01:00:00,32,40,35,12,1,1,0,0,3,3,3,3,3,3,1,0,0,1,1,573,1097,392,1392,2067,4059,10534,25955,47888,51862,49600,37550,23540,20825,9407,1693,20943312.62,268963.19,227108000,43024500,0,0,720,31,31,1
Cell_6,day 25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_6,day 25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_6,day 25 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_6,day 25 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_6,day 25 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_6,day 25 07:00:00,242,242,238,23,4,5,8,8,2,1,4,2,1,2,5,0,8,3,3,122,291,790,691,2350,4177,9511,21849,28224,46302,52110,67197,48108,53053,37923,20565,21692598.3,656097.37,200127500,126915500,0,0,0,241,241,1
Cell_6,day 25 08:00:00,449,453,454,33,6,6,17,17,4,4,4,4,4,4,6,0,17,7,7,207,1029,187,815,2884,6389,16046,32850,49972,89717,99214,123883,109980,76170,52103,53400,35387481.28,1226115.9,345716500,197895000,0,0,0,445,440,2
Cell_6,day 25 09:00:00,414,416,416,37,10,10,14,14,7,7,7,7,7,7,10,0,14,1,1,151,1149,1497,1303,3485,9300,19176,39282,68471,114612,136859,138427,115138,81090,65619,59277,52411716.53,1964735.67,495391500,234792500,0,0,0,417,414,1
Cell_6,day 25 10:00:00,440,442,442,40,9,9,14,14,5,5,6,5,5,5,9,0,14,5,5,167,1313,720,1464,3202,9608,22526,44035,75679,137625,150148,135798,112592,104031,87200,61984,55615802.27,1186745.75,557837500,281607000,0,0,0,440,439,1
Cell_6,day 25 11:00:00,549,549,570,41,6,6,14,14,17,17,18,16,16,16,6,0,14,1,1,384,673,947,1404,3863,10667,24761,47297,89831,125770,118133,119086,108274,93831,67439,37945,28791703.78,1157634.74,492241500,234792500,0,0,0,562,539,2
Cell_6,day 25 12:00:00,422,423,423,46,13,13,24,24,21,21,21,21,21,21,13,0,24,3,3,351,1586,620,1115,2996,9001,20493,44317,62294,104754,131400,132242,117335,105603,83065,65764,41964126.38,1585725.17,418427500,243484000,0,0,0,422,420,3
Cell_6,day 25 13:00:00,573,568,569,40,5,5,12,6,4,2,3,3,2,3,5,0,6,0,0,308,919,839,2044,4774,9357,22697,50363,67518,120006,154614,145086,112007,139646,80748,56346,49960100.39,1063507.96,493181000,243484000,0,0,0,575,571,2
Cell_6,day 25 14:00:00,464,462,462,40,13,13,14,14,5,5,5,5,5,5,14,0,14,2,2,393,2093,461,1364,4138,9464,23765,64006,102054,128952,122503,160079,118237,107152,59509,58340,55615802.27,1904004.1,627697000,330259000,0,0,0,463,452,2
Cell_6,day 25 15:00:00,261,259,259,31,15,16,18,18,4,4,5,4,4,4,19,0,18,6,6,95,1117,520,681,1449,6961,16304,27193,44017,82328,104468,106498,98162,74522,49021,35652,41050205.37,991101.74,491417000,187721500,0,0,0,271,264,2
Cell_6,day 25 16:00:00,345,349,349,27,11,11,25,25,24,24,24,24,24,24,11,0,25,2,2,119,1354,409,915,1658,8008,12987,27193,42300,75522,102265,108169,80523,78457,67759,50250,30961887.68,3035356.23,502460000,274585500,0,0,0,342,341,2
Cell_6,day 25 17:00:00,219,223,222,29,3,3,4,4,6,13,3,12,13,12,3,0,4,9,9,199,1045,478,903,1473,6286,13522,20521,42859,81644,77212,80889,86535,82885,60734,49275,35077447.66,803955.9,350667500,162425000,0,0,0,217,217,1
Cell_6,day 25 18:00:00,212,214,214,29,9,9,10,10,8,8,8,7,7,7,9,0,10,2,2,176,301,313,547,1250,4274,8966,16859,30508,57196,73530,83801,70422,67379,55993,48814,16994600.4,1805742.74,273912000,211867000,0,0,0,214,211,0
Cell_60,day 01 00:00:00,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,339,397,1192,2527,8724,20156,31240,44640,80070,108964,148002,93093,45886,26778,27574,28239428.24,2530429.46,532649000,363544500,0,0,0,0,0,0
Cell_60,day 01 01:00:00,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,519,437,1556,2527,7655,16379,28112,35876,73340,79725,83161,77299,44946,29538,14292,18206291.18,1523732.86,520973500,279945500,0,0,0,0,0,0
Cell_60,day 01 02:00:00,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,492,567,1635,2472,7965,18387,21133,28599,54364,55632,58781,52032,29239,14197,11046,26327952.7,792890.41,331433500,146976500,0,0,0,0,0,0
Cell_60,day 01 03:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,72,140,813,1236,3575,9019,10766,14958,30452,56257,46230,46770,62755,11465,6559,22305182.46,7330124.01,140774500,651186000,0,0,0,0,0,0
Cell_60,day 01 04:00:00,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,30,185,308,2732,5573,5852,5967,12637,10672,0,12774,5418,10937,6463,0.0,0.0,0,32919000,0,0,1715,0,0,0
Cell_60,day 01 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_60,day 01 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_60,day 01 07:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,15,0,89,355,3400,11229,4868,13526,20047,30727,32337,6577,8400,4676,0.0,347811.32,60903500,58762500,0,0,20,0,0,0
Cell_60,day 01 08:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,16,24,328,393,10927,4150,5526,13526,25821,25587,18891,19016,8228,9204,13406665.98,289787.62,123300000,50151000,0,0,0,0,0,0
Cell_60,day 01 09:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,43,143,261,1438,6593,11563,15145,25817,41160,33174,17994,28037,16237,16535,37876507.12,1241778.99,203584500,83481500,0,0,0,0,0,0
Cell_60,day 01 10:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,44,62,261,567,2817,12678,11045,16887,32557,48553,34479,68138,31610,18094,17164,12934261.66,1046580.61,191833000,111052000,0,0,0,0,0,0
Cell_60,day 01 11:00:00,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,585,213,901,1395,4878,16357,25431,31237,53601,56283,43878,36761,30762,32867,16906,31039267.97,589379.72,250887500,99143000,0,0,0,0,0,0
Cell_60,day 01 12:00:00,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,54,89,568,1114,9844,6261,5386,35516,66784,35279,61911,41934,37449,21511,28492,31039267.97,930550.41,284418500,128790500,0,0,0,0,0,0
Cell_60,day 01 13:00:00,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,241,97,487,792,4035,3813,28050,31659,53616,50173,59171,46770,31610,19571,29461,31039267.97,930550.41,224179500,111052000,0,0,0,0,0,0
Cell_60,day 01 14:00:00,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,61,107,680,1253,5200,34288,29505,33821,58731,55754,73734,55164,43719,27188,28902,46743355.22,730386.82,288162500,180923500,0,0,0,0,0,0
Cell_60,day 01 15:00:00,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,138,248,812,1450,5297,15309,24404,34054,47764,63014,68634,55732,35887,17694,37678,34737117.7,733239.78,352551500,161579500,0,0,0,0,0,0
Cell_60,day 01 16:00:00,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,188,254,987,1812,9321,13035,21367,34499,70116,92237,79212,47821,29643,21211,13756,46743355.22,1110269.02,353320500,197918000,0,0,0,0,0,0
Cell_60,day 01 17:00:00,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,107,149,638,1358,5678,13764,30908,31086,59772,81233,70362,50421,28005,24182,22520,25651863.46,997911.86,339532500,212672000,0,0,0,0,0,0
Cell_60,day 01 18:00:00,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,162,149,933,1693,6688,18572,32707,44447,71790,69773,69207,52032,32744,29340,21191,25651863.46,706113.29,314072500,161579500,0,0,0,0,0,0
Cell_60,day 01 19:00:00,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,175,196,1275,2290,6361,16268,30908,49749,70093,69847,73456,68999,46847,40446,28000,43950033.5,1110269.02,353320500,225441000,0,0,0,0,0,0
Cell_60,day 01 20:00:00,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,181,178,566,837,3441,9515,18537,26556,54884,85320,91481,66605,42787,24770,33298,28364021.66,997911.86,284418500,176460000,0,0,0,0,0,0
Cell_60,day 01 21:00:00,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,327,260,653,1073,4655,12124,33843,27528,60337,68351,64605,45064,43577,23384,15751,28364021.66,926285.38,255743500,156172500,0,0,0,0,0,0
Cell_60,day 01 22:00:00,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,54,83,368,722,3863,11850,28345,33262,47764,72325,54122,36565,35141,12455,10253,27976659.3,926285.38,239650500,132094500,0,0,0,0,0,0
Cell_60,day 01 23:00:00,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,103,200,512,837,3516,24686,27607,18563,58047,108358,70028,49304,45342,18924,17750,410893860.52,8186934.18,942209000,202511000,0,0,0,0,0,0
Cell_60,day 02 00:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,239,384,966,1124,4273,9830,17219,37646,37378,38237,46176,42251,35482,18094,7128,27328233.04,499488.7,232578500,134969500,0,0,0,0,0,0
Cell_60,day 02 01:00:00,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,133,219,526,640,2642,12033,19632,16928,29171,43744,56216,47355,28921,13153,10460,20770410.0,708350.46,153587500,109208000,0,0,0,0,0,0
Cell_60,day 02 02:00:00,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,283,324,735,1034,5925,20709,36463,38314,43145,68351,55489,53993,35793,29340,10994,38557398.38,878170.37,242957000,156906500,0,0,555,0,0,0
Cell_60,day 02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_60,day 02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_60,day 02 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_60,day 02 06:00:00,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,96,393,1362,11348,0,12212,17033,0,33608,24408,0,1990,2861249.16,166129.82,44123000,0,0,0,2360,0,0,0
Cell_60,day 02 07:00:00,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,17,87,188,1548,10927,2083,14278,32972,30183,23674,34200,14335,9280,6473,9515111.57,243736.16,88530000,61148500,0,0,25,0,0,0
Cell_60,day 02 08:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37,72,266,487,2349,6554,11104,18382,28239,39860,38416,32738,17558,10855,13423,7790145.1,457339.35,109819500,89996500,0,0,30,0,0,0
Cell_60,day 02 09:00:00,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,68,65,120,270,2894,7507,12111,20148,31441,44863,61911,71238,26180,15423,12526,8389389.68,861986.42,105707000,21957500,0,0,30,0,0,0
Cell_60,day 02 10:00:00,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,525,190,658,1035,3761,10173,14688,27578,42864,50298,60627,63566,31666,22981,17820,18118702.81,931424.91,162781000,129710500,0,0,0,0,0,0
Cell_60,day 02 11:00:00,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,333,206,886,1588,6900,14629,24104,30381,50118,65047,71764,50488,36275,22887,22995,18520284.27,843635.93,211740500,136552000,0,0,0,0,0,0
Cell_60,day 02 12:00:00,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,321,292,1147,1823,6661,17994,32032,39280,66554,79866,82416,67012,44946,23831,17859,284666229.9,8186934.18,2264459000,162088000,0,0,0,0,0,0
Cell_60,day 02 13:00:00,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,946,271,1082,2892,7101,21070,32974,43878,78291,79725,76586,67520,40235,23203,24067,18118702.81,997911.86,250548500,163960500,0,0,0,0,0,0
Cell_60,day 02 14:00:00,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,298,203,620,1255,7717,18541,21529,36317,70184,87780,104933,88443,51035,26933,27727,34581049.46,1946678.42,373502000,269472000,0,0,0,0,0,0
Cell_60,day 02 15:00:00,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,117,192,670,974,7123,12761,16392,29215,59285,122724,124060,84145,57402,35156,42061,284666229.9,7055347.81,2324599500,639112500,0,0,0,0,0,0
Cell_60,day 02 16:00:00,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,550,606,778,991,4529,11328,14688,30712,60287,106103,93812,66605,47776,34554,35243,38557398.38,878170.37,272987000,74856000,0,0,0,0,0,0
Cell_60,day 02 17:00:00,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,550,213,517,816,4506,9025,16505,22036,46362,71634,122723,65400,35793,21211,28684,44320293.01,1110269.02,272987000,74856000,0,0,0,0,0,0
Cell_60,day 02 18:00:00,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,183,210,823,1201,6033,11518,16348,26839,60974,79321,98162,89699,86804,39078,42748,81493590.8,1954821.14,561386000,261182000,0,0,0,0,0,0
Cell_60,day 02 19:00:00,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,165,181,549,1014,5232,10423,13327,24288,54377,77960,95765,68354,70460,30641,39147,34581049.46,1081858.06,330673000,192225500,0,0,0,0,0,0
Cell_60,day 02 20:00:00,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,113,157,684,1080,5392,10266,13009,26540,49907,76960,82952,50135,42000,23034,27211,30150964.85,735926.73,256778500,159103500,0,0,0,0,0,0
Cell_60,day 02 21:00:00,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,64,137,521,1035,4371,9323,11948,21380,38684,71634,62021,46770,37047,24571,15305,22064184.08,340435.6,198404500,119463000,0,0,0,0,0,0
Cell_60,day 02 22:00:00,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,158,118,469,672,3575,5855,9322,18815,48795,88407,75142,55592,41089,18515,14641,31125561.92,1170654.98,241535500,166406500,0,0,0,0,0,0
Cell_60,day 02 23:00:00,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,181,126,478,765,3380,6373,10874,18092,29182,59851,72059,43136,31484,16811,15957,22064184.08,856048.82,238642500,144328500,0,0,0,0,0,0
Cell_60,day 03 00:00:00,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,207,309,732,1029,2484,7017,9400,13809,38137,69160,71688,39162,27721,14344,13104,36877138.05,878170.37,265348000,155953500,0,0,0,0,0,0
Cell_60,day 03 01:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,151,191,522,844,3501,7906,11609,16971,24021,61194,52619,29394,97570,6910,7432,34014836.01,374107.98,178391000,88992500,0,0,0,0,0,0
Cell_60,day 03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,5539,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_60,day 03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3595,0,0,0
Cell_60,day 03 04:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,64,122,89,0,3312,1153,0,0,17033,0,0,0,0,1990,7790145.1,252467.34,44123000,0,0,0,3205,0,0,0
Cell_60,day 03 05:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,38,15,89,362,9503,2083,17669,12212,17033,6785,32635,6577,0,1990,7217145.13,95555.82,44123000,0,0,0,2360,0,0,0
Cell_60,day 03 06:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,64,120,65,527,2430,11348,0,14555,17745,0,32208,24408,0,2842,7790145.1,95555.82,44123000,0,0,0,2360,0,0,0
Cell_60,day 03 07:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41,43,224,501,2834,5331,6791,9815,19294,24335,32933,32635,24320,16498,16923,7788689.34,429716.49,105707000,76275000,0,0,0,0,0,0
Cell_60,day 03 08:00:00,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,57,74,251,436,2542,5331,7676,14480,31117,34635,46407,50444,36667,16398,7128,13836752.72,530985.22,130810000,89996500,0,0,0,0,0,0
Cell_60,day 03 09:00:00,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,96,129,381,763,3037,8820,9655,18815,45504,43518,61595,63098,37157,21885,15694,14849887.83,1157698.22,163684500,94947500,0,0,30,0,0,0
Cell_60,day 03 10:00:00,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,155,191,535,766,3305,12167,16238,24226,41536,47694,56745,63098,29753,21211,17686,19996497.34,616066.27,198404500,120150500,0,0,0,0,0,0
Cell_60,day 03 11:00:00,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,57,92,487,827,3116,10763,15397,25133,43510,45929,57624,47355,29998,19270,14641,12934261.66,543343.2,130810000,97239000,0,0,0,0,0,0
Cell_60,day 03 12:00:00,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,190,318,1136,1764,5489,13860,18037,31699,53671,50935,59565,41673,42807,28407,18542,22629790.66,7330124.01,222447500,141413500,0,0,0,0,0,0
Cell_60,day 03 13:00:00,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,276,251,836,1360,6454,22467,24367,34499,53671,51604,51791,39457,32417,17581,15960,22492203.69,856048.82,288642500,170376000,0,0,0,0,0,0
Cell_60,day 03 14:00:00,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,111,172,792,1329,8322,15993,19751,33255,56725,66323,57401,51688,49346,32061,36216,35107175.27,727696.41,288162500,149555500,0,0,0,0,0,0
Cell_60,day 03 15:00:00,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,105,209,668,1092,4339,13386,14139,24599,47920,45676,52245,50627,42701,27428,33298,22492203.69,856048.82,255292500,159103500,0,0,0,0,0,0
Cell_60,day 03 16:00:00,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,120,339,843,1497,5193,10742,17529,28878,42864,47866,58664,46014,31610,19035,29461,22636206.8,513287.45,153587500,115287000,0,0,0,0,0,0
Cell_60,day 03 17:00:00,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,74,140,426,691,4118,16339,22299,39712,65585,92580,90340,54720,44946,25445,30404,22636206.8,2321103.26,402122000,241507500,0,0,0,0,0,0
Cell_60,day 03 18:00:00,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,193,301,826,1491,7054,17071,21430,40784,103785,126849,124420,81891,60406,31640,30488,25657380.97,813786.94,532649000,382330500,0,0,0,0,0,0
Cell_60,day 03 19:00:00,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,181,621,1206,2168,8021,23191,24542,45580,90963,116799,106632,74378,68482,45287,27785,109015009.31,1706880.74,807074500,360238500,0,0,0,0,0,0
Cell_60,day 03 20:00:00,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,271,289,894,1588,6903,19301,24542,34409,55824,172057,106632,75820,57740,36313,21800,106338773.33,2357701.62,756060000,388105000,0,0,0,0,0,0
Cell_60,day 03 21:00:00,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,150,319,932,1649,6350,10459,13958,26070,49907,85476,94107,54217,45948,32431,35598,31953442.36,948885.96,372657000,240691500,0,0,0,0,0,0
Cell_60,day 03 22:00:00,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,131,171,703,1363,4196,9901,14818,25601,44375,88407,80370,54720,40063,18221,12526,39614481.71,1115890.94,323586500,186487000,0,0,0,0,0,0
Cell_60,day 03 23:00:00,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,60,58,235,622,2893,7954,11047,17669,36464,67488,64605,52419,43458,25433,15630,39614481.71,999413.33,263795000,168081000,0,0,0,0,0,0
Cell_60,day 04 00:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,55,133,411,827,4506,7269,15365,21481,55876,69209,55219,49489,26498,9468,12473,31953442.36,650265.1,251759000,130838000,0,0,0,0,0,0
Cell_60,day 04 01:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,307,324,1011,1307,4145,9579,13958,20948,51762,54786,35653,31676,28896,12399,19012,19766461.86,594636.66,189843500,102744500,0,0,0,0,0,0
Cell_60,day 04 02:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,131,156,313,758,1548,3599,6087,13809,22171,28724,25587,26993,15722,9764,9221,10958183.97,246503.56,60636500,48479000,0,0,25,0,0,0
Cell_60,day 04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_60,day 04 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_60,day 04 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_60,day 04 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_60,day 04 07:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,10,96,506,1392,5540,6791,9712,22263,28890,38741,25726,22104,14793,13441,0.0,410126.18,100532500,58762500,0,0,0,0,0,0
Cell_60,day 04 08:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,39,125,308,1945,8383,10190,13604,22983,25821,30496,31077,24240,16498,13441,6187960.47,410126.18,78430000,71032500,0,0,0,0,0,0
Cell_60,day 04 09:00:00,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,71,104,339,640,2832,9320,11257,22767,48761,45670,56290,67106,52123,32843,25250,24272278.74,1292057.29,232423500,187479500,0,0,0,0,0,0
Cell_60,day 04 10:00:00,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,71,120,707,2075,4339,12244,14852,28411,53671,45676,57008,47355,38345,21511,28492,24272278.74,777993.65,232301000,141561000,0,0,0,0,0,0
Cell_60,day 04 11:00:00,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,111,84,1290,1757,4689,14629,17304,23061,45075,54010,55522,50500,37895,28170,31890,31961979.09,891687.34,288162500,150392500,0,0,0,0,0,0
Cell_60,day 04 12:00:00,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,946,153,669,1414,5944,12998,25431,35796,51033,54451,49476,42237,31610,22291,19604,19610009.7,616066.27,265989500,119877000,0,0,0,0,0,0
Cell_60,day 04 13:00:00,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,128,178,765,1244,6074,16654,32032,37786,58094,64068,65174,51132,43248,29383,30404,86993959.37,999413.33,454594500,188953000,0,0,0,0,0,0
